WS,WG,category_en,definition_en,lexical_class,pos2,uni_lemma,english_gloss
item_484,NA,action_words,blow,verb,predicate,blow,Blow
item_485,NA,action_words,collide,verb,predicate,bump,Collide
item_486,NA,action_words,want,verb,predicate,want,Want
item_487,NA,action_words,wait,verb,predicate,wait,Wait
item_488,NA,action_words,turn_around,verb,predicate,turn around,Turn_around
item_489,NA,action_words,appear,verb,predicate,NA,Appear
item_490,NA,action_words,show,verb,predicate,show,Show
item_491,NA,action_words,look,verb,predicate,look,Look
item_492,NA,action_words,peel,verb,predicate,peel,Peel
item_493,NA,action_words,have,verb,predicate,have,Have
item_494,NA,action_words,bring_up,verb,predicate,bring,Bring_up
item_495,NA,action_words,get,verb,predicate,get,Get
item_496,NA,action_words,break,verb,predicate,break,Break
item_497,NA,action_words,stop,verb,predicate,stop,Stop
item_498,NA,action_words,do,verb,predicate,do,Do
item_499,NA,action_words,defile,verb,predicate,dirty (action),Defile
item_500,NA,action_words,call,verb,predicate,call,Call
item_501,NA,action_words,read,verb,predicate,read,Read
item_502,NA,action_words,understand,verb,predicate,understand,Understand
item_503,NA,action_words,laugh,verb,predicate,laugh,Laugh
item_504,NA,time_words,morning,other,other,morning,Morning
item_505,NA,time_words,tomorrow,other,other,tomorrow,Tomorrow
item_506,NA,time_words,later,other,other,later,Later
item_507,NA,time_words,now,other,other,now,Now
item_508,NA,time_words,yesterday,other,other,yesterday,Yesterday
item_509,NA,time_words,today,other,other,today,Today
item_510,NA,time_words,a_moment_ago,other,other,NA,A_moment_ago
item_511,NA,time_words,time,other,other,time,Time
item_512,NA,time_words,daytime,other,other,daytime,Daytime
item_513,NA,time_words,yet,other,other,yet,Yet
item_514,NA,time_words,evening,other,other,evening,Evening
item_515,NA,time_words,night,other,other,night,Night
item_516,NA,descriptive_words,blue,adjective,predicate,blue,Blue
item_517,NA,descriptive_words,red,adjective,predicate,red,Red
item_518,NA,descriptive_words,bright,adjective,predicate,bright,Bright
item_519,NA,descriptive_words,new,adjective,predicate,new,New
item_520,NA,descriptive_words,hot,adjective,predicate,hot,Hot
item_521,NA,descriptive_words,sweet,adjective,predicate,sweet,Sweet
item_522,NA,descriptive_words,good,adjective,predicate,good,Good
item_523,NA,descriptive_words,mean,adjective,predicate,mean,Mean
item_524,NA,descriptive_words,painful,adjective,predicate,painful,Painful
item_525,NA,descriptive_words,good,adjective,predicate,good,Good
item_526,NA,descriptive_words,noisy,adjective,predicate,noisy,Noisy
item_527,NA,descriptive_words,glad,adjective,predicate,happy,Glad
item_528,NA,descriptive_words,delicious,adjective,predicate,tasty,Delicious
item_529,NA,descriptive_words,large,adjective,predicate,large,Large
item_530,NA,descriptive_words,funny,adjective,predicate,funny,Funny
item_531,NA,descriptive_words,slow,adjective,predicate,slow,Slow
item_532,NA,descriptive_words,heavy,adjective,predicate,heavy,Heavy
item_533,NA,descriptive_words,clever,adjective,predicate,clever,Clever
item_534,NA,descriptive_words,hard,adjective,predicate,hard,Hard
item_535,NA,descriptive_words,itchy,adjective,predicate,itchy,Itchy
item_536,NA,descriptive_words,spicy,adjective,predicate,spicy,Spicy
item_537,NA,descriptive_words,empty,adjective,predicate,empty,Empty
item_538,NA,descriptive_words,cute,adjective,predicate,cute,Cute
item_539,NA,descriptive_words,pity,adjective,predicate,pitiful,Pity
item_540,NA,descriptive_words,dried,adjective,predicate,dry (description),Dried
item_541,NA,descriptive_words,dirty,adjective,predicate,dirty,Dirty
item_542,NA,descriptive_words,dislike,adjective,predicate,dislike,Dislike
item_543,NA,descriptive_words,clean,adjective,predicate,clean (description),Clean
item_544,NA,descriptive_words,odor,adjective,predicate,smelly,Odor
item_545,NA,descriptive_words,dark,adjective,predicate,dark,Dark
item_546,NA,descriptive_words,black,adjective,predicate,black,Black
item_547,NA,descriptive_words,energy,adjective,predicate,NA,Energy
item_548,NA,descriptive_words,scary,adjective,predicate,scary,Scary
item_549,NA,descriptive_words,cold,adjective,predicate,cold,Cold
item_550,NA,descriptive_words,square,adjective,predicate,square,Square
item_551,NA,descriptive_words,quiet,adjective,predicate,quiet,Quiet
item_552,NA,descriptive_words,good,adjective,predicate,good,Good
item_553,NA,descriptive_words,white,adjective,predicate,white,White
item_554,NA,descriptive_words,great,adjective,predicate,good,Great
item_555,NA,descriptive_words,sour,adjective,predicate,sour,Sour
item_556,NA,descriptive_words,important,adjective,predicate,NA,Important
item_557,NA,descriptive_words,all_right,adjective,predicate,NA,All_right
item_558,NA,descriptive_words,high,adjective,predicate,high,High
item_559,NA,descriptive_words,pleasant,adjective,predicate,fun,Pleasant
item_560,NA,descriptive_words,small,adjective,predicate,small,Small
item_561,NA,descriptive_words,wrong,adjective,predicate,wrong,Wrong
item_562,NA,descriptive_words,exhausted,adjective,predicate,tired,Exhausted
item_563,NA,descriptive_words,cold,adjective,predicate,cold,Cold
item_564,NA,descriptive_words,none,adjective,predicate,none,None
item_565,NA,descriptive_words,long,adjective,predicate,long,Long
item_566,NA,descriptive_words,wet,adjective,predicate,wet,Wet
item_567,NA,descriptive_words,sleepy,adjective,predicate,sleepy,Sleepy
item_568,NA,descriptive_words,fast,adjective,predicate,fast,Fast
item_569,NA,descriptive_words,sick,adjective,predicate,sick,Sick
item_570,NA,descriptive_words,strange,adjective,predicate,strange,Strange
item_571,NA,descriptive_words,bad_taste,adjective,predicate,yucky,Bad_taste
item_572,NA,descriptive_words,round,adjective,predicate,round,Round
item_573,NA,descriptive_words,green,adjective,predicate,green,Green
item_574,NA,descriptive_words,difficult,adjective,predicate,difficult,Difficult
item_575,NA,descriptive_words,easy,adjective,predicate,easy,Easy
item_576,NA,descriptive_words,soft,adjective,predicate,soft,Soft
item_577,NA,descriptive_words,slowly,adjective,predicate,slowly,Slowly
item_578,NA,descriptive_words,bad,adjective,predicate,bad,Bad
item_579,NA,pronouns,overthere,function_word,other,there,Overthere
item_580,NA,pronouns,overthere,function_word,other,there,Overthere
item_581,NA,pronouns,that,function_word,other,that,That
item_582,NA,pronouns,that,function_word,other,that,That
item_583,NA,pronouns,you,function_word,other,you,You
item_584,NA,pronouns,such,function_word,other,such,Such
item_585,NA,pronouns,like_this,function_word,other,like this,Like_this
item_586,NA,pronouns,here,function_word,other,here,Here
item_587,NA,pronouns,here,function_word,other,here,Here
item_588,NA,pronouns,this,function_word,other,this,This
item_589,NA,pronouns,this,function_word,other,this,This
item_590,NA,pronouns,such,function_word,other,such,Such
item_591,NA,pronouns,so,function_word,other,so,So
item_592,NA,pronouns,there,function_word,other,there,There
item_593,NA,pronouns,over_there,function_word,other,there,Over_there
item_594,NA,pronouns,that,function_word,other,that,That
item_595,NA,pronouns,it,function_word,other,it,It
item_596,NA,pronouns,such,function_word,other,such,Such
item_597,NA,pronouns,i,function_word,other,i,I
item_598,NA,pronouns,my,function_word,other,my,My
item_599,NA,pronouns,i,function_word,other,i,I
item_600,NA,pronouns,my,function_word,other,my,My
item_601,NA,question_words,when,function_word,other,when (question),When
item_602,NA,question_words,who,function_word,other,who,Who
item_603,NA,question_words,how,function_word,other,how,How
item_604,NA,question_words,why,function_word,other,why,Why
item_605,NA,question_words,where,function_word,other,where (question),Where
item_606,NA,question_words,which,function_word,other,which (question),Which
item_607,NA,question_words,which_one,function_word,other,which (question),Which_one
item_608,NA,question_words,why,function_word,other,why,Why
item_609,NA,question_words,what,function_word,other,what,What
item_610,NA,question_words,why,function_word,other,why,Why
item_611,NA,locations,between,function_word,other,between,Between
item_612,NA,locations,up,function_word,other,up,Up
item_613,NA,locations,behind,function_word,other,behind,Behind
item_614,NA,locations,inside,function_word,other,inside,Inside
item_615,NA,locations,horn,function_word,other,NA,Horn
item_616,NA,locations,under,function_word,other,under,Under
item_617,NA,locations,corner,function_word,other,NA,Corner
item_618,NA,locations,outside,function_word,other,outside,Outside
item_619,NA,locations,by_the_side,function_word,other,beside,By_the_side
item_620,NA,locations,near,function_word,other,near,Near
item_621,NA,locations,next,function_word,other,next,Next
item_622,NA,locations,far,function_word,other,far,Far
item_623,NA,locations,place,function_word,other,place,Place
item_624,NA,locations,next_to,function_word,other,next to,Next_to
item_625,NA,locations,center,function_word,other,middle,Center
item_626,NA,locations,end,function_word,other,end,End
item_627,NA,locations,opposite,function_word,other,opposite,Opposite
item_628,NA,locations,left,function_word,other,NA,Left
item_629,NA,locations,edge,function_word,other,NA,Edge
item_630,NA,locations,before,function_word,other,before,Before
item_631,NA,locations,around,function_word,other,around,Around
item_632,NA,locations,middle,function_word,other,middle,Middle
item_633,NA,locations,right,function_word,other,right,Right
item_634,NA,locations,over_there,function_word,other,NA,Over_there
item_635,NA,locations,beside,function_word,other,beside,Beside
item_636,NA,locations,side,function_word,other,side,Side
item_637,NA,quantifiers,one,function_word,other,one,One
item_638,NA,quantifiers,first,function_word,other,first,First
item_639,NA,quantifiers,once,function_word,other,once,Once
item_640,NA,quantifiers,together,function_word,other,together,Together
item_641,NA,quantifiers,full,function_word,other,full,Full
item_642,NA,quantifiers,same,function_word,other,same,Same
item_643,NA,quantifiers,all,function_word,other,all,All
item_644,NA,quantifiers,lots,function_word,other,a lot,Lots
item_645,NA,quantifiers,a_little,function_word,other,a little,A_little
item_646,NA,quantifiers,none,function_word,other,none,None
item_647,NA,quantifiers,half,function_word,other,half,Half
item_648,NA,quantifiers,one,function_word,other,one,One
item_649,NA,quantifiers,other,function_word,other,other,Other
item_650,NA,quantifiers,everyone,function_word,other,everyone,Everyone
item_651,NA,quantifiers,again,function_word,other,again,Again
item_652,NA,quantifiers,another,function_word,other,another,Another
item_653,NA,quantifiers,more,function_word,other,more,More
item_654,NA,connecting_words,and,function_word,other,and,And
item_655,NA,connecting_words,so,function_word,other,so,So
item_656,NA,connecting_words,however,function_word,other,however,However
item_657,NA,connecting_words,because,function_word,other,because,Because
item_658,NA,connecting_words,but,function_word,other,but,But
item_659,NA,connecting_words,if,function_word,other,if,If
item_660,NA,sounds2,cry,other,other,NA,Cry
item_661,NA,sounds2,hand,other,other,NA,Hand
item_662,NA,sounds2,piggyback_ride,other,other,NA,Piggyback_ride
item_663,NA,sounds2,caw_caw,other,other,NA,Caw_caw
item_664,NA,sounds2,clean_up,other,other,NA,Clean_up
item_665,NA,sounds2,shoes,other,other,NA,Shoes
item_666,NA,sounds2,spin,other,other,NA,Spin
item_667,NA,sounds2,hit_head,other,other,NA,Hit_head
item_668,NA,sounds2,spill_water,other,other,NA,Spill_water
item_669,NA,sounds2,grandfather,other,other,NA,Grandfather
item_670,NA,sounds2,writing,other,other,NA,Writing
item_671,NA,sounds2,pee,other,other,NA,Pee
item_672,NA,sounds2,fish,other,other,NA,Fish
item_673,NA,sounds2,hold_me,other,other,NA,Hold_me
item_674,NA,sounds2,sitting,other,other,NA,Sitting
item_675,NA,sounds2,squeak,other,other,NA,Squeak
item_676,NA,sounds2,little_bird,other,other,NA,Little_bird
item_677,NA,sounds2,scissors,other,other,NA,Scissors
item_678,NA,sounds2,clean_up,other,other,NA,Clean_up
item_679,NA,sounds2,sleep,other,other,NA,Sleep
item_680,NA,sounds2,grandmother,other,other,NA,Grandmother
item_681,NA,sounds2,horse,other,other,NA,Horse
item_682,NA,sounds2,eat,other,other,NA,Eat
item_683,NA,sounds2,chirp,other,other,NA,Chirp
item_684,NA,sounds2,oink,other,other,oink,Oink
item_685,NA,sounds2,airplane,other,other,NA,Airplane
item_686,NA,sounds2,throw,other,other,NA,Throw
item_687,NA,sounds2,stomach,other,other,NA,Stomach
item_688,NA,sounds2,food,other,other,NA,Food
item_689,NA,conversations,ah,other,other,NA,Ah
item_690,NA,conversations,well,other,other,NA,Well
item_691,NA,conversations,what?,other,other,NA,What?
item_692,NA,conversations,ok,other,other,ok,OK
item_693,NA,conversations,disagreeable,other,other,NA,Disagreeable
item_694,NA,conversations,no,other,other,no,No
item_695,NA,conversations,yup,other,other,NA,Yup
item_696,NA,conversations,um,other,other,NA,Um
item_697,NA,conversations,oh_yeah,other,other,NA,Oh_yeah
item_698,NA,conversations,hey,other,other,NA,Hey
item_699,NA,conversations,you_see,other,other,NA,You_see
item_700,NA,conversations,hello,other,other,hello,Hello
item_701,NA,conversations,no,other,other,no,No
item_702,NA,conversations,hmm,other,other,NA,Hmm
item_703,NA,others,found_it,other,other,NA,Found_it
item_704,NA,others,come_here,other,other,NA,Come_here
item_705,NA,others,cheers,other,other,NA,Cheers
item_706,NA,others,next_time,other,other,NA,Next_time
item_707,NA,others,store,other,other,NA,Store
item_708,NA,others,also,other,other,also,Also
item_709,NA,others,already,other,other,already,Already
item_710,NA,others,heave_ho,other,other,NA,Heave_ho
item_711,NA,others,there_there,other,other,NA,There_there
