"","filename","category_en","category_ja","project","id","produces","ID","Sex.(f/m)","OpenSciense.(ok:1/no:0)","AgeD.(days)","AgeM.(months)"
"546","HM_H0023_30_Yellow.xlsx","question_words","質問のことば","HM","H0023",2,"H0023","f",1,930,30
"547","HM_H0023_30_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0023",3,"H0023","f",1,930,30
"548","HM_H0023_30_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0023",5,"H0023","f",1,930,30
"549","HM_H0023_30_Yellow.xlsx","connecting_words","接続語","HM","H0023",0,"H0023","f",1,930,30
"550","HM_H0023_30_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0023",11,"H0023","f",1,930,30
"551","HM_H0023_30_Yellow.xlsx","conversations","会話語","HM","H0023",5,"H0023","f",1,930,30
"552","HM_H0023_30_Yellow.xlsx","others","その他","HM","H0023",2,"H0023","f",1,930,30
"553","HM_H0024_26_Yellow.xlsx","sounds","幼児語","HM","H0024",9,"H0024","m",1,814,26
"554","HM_H0024_26_Yellow.xlsx","animals","動物の名前","HM","H0024",31,"H0024","m",1,814,26
"555","HM_H0024_26_Yellow.xlsx","vehicles","乗り物","HM","H0024",12,"H0024","m",1,814,26
"556","HM_H0024_26_Yellow.xlsx","toys","おもちゃ","HM","H0024",11,"H0024","m",1,814,26
"557","HM_H0024_26_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0024",35,"H0024","m",1,814,26
"558","HM_H0024_26_Yellow.xlsx","clothing","衣類","HM","H0024",15,"H0024","m",1,814,26
"559","HM_H0024_26_Yellow.xlsx","body_parts","体の部分","HM","H0024",21,"H0024","m",1,814,26
"560","HM_H0024_26_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0024",18,"H0024","m",1,814,26
"561","HM_H0024_26_Yellow.xlsx","household","小さな家庭用品","HM","H0024",33,"H0024","m",1,814,26
"562","HM_H0024_26_Yellow.xlsx","outside","戸外のもの","HM","H0024",19,"H0024","m",1,814,26
"563","HM_H0024_26_Yellow.xlsx","places","おでかけ","HM","H0024",11,"H0024","m",1,814,26
"564","HM_H0024_26_Yellow.xlsx","people","人々","HM","H0024",12,"H0024","m",1,814,26
"565","HM_H0024_26_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0024",24,"H0024","m",1,814,26
"566","HM_H0024_26_Yellow.xlsx","action_words","動作語","HM","H0024",80,"H0024","m",1,814,26
"567","HM_H0024_26_Yellow.xlsx","time_words","時間についてのことば","HM","H0024",10,"H0024","m",1,814,26
"568","HM_H0024_26_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0024",50,"H0024","m",1,814,26
"569","HM_H0024_26_Yellow.xlsx","pronouns","代名詞","HM","H0024",3,"H0024","m",1,814,26
"570","HM_H0024_26_Yellow.xlsx","question_words","質問のことば","HM","H0024",0,"H0024","m",1,814,26
"571","HM_H0024_26_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0024",5,"H0024","m",1,814,26
"572","HM_H0024_26_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0024",11,"H0024","m",1,814,26
"573","HM_H0024_26_Yellow.xlsx","connecting_words","接続語","HM","H0024",0,"H0024","m",1,814,26
"574","HM_H0024_26_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0024",26,"H0024","m",1,814,26
"575","HM_H0024_26_Yellow.xlsx","conversations","会話語","HM","H0024",5,"H0024","m",1,814,26
"576","HM_H0024_26_Yellow.xlsx","others","その他","HM","H0024",7,"H0024","m",1,814,26
"577","HM_H0025_36_Yellow.xlsx","sounds","幼児語","HM","H0025",12,"H0025","m",1,1113,36
"578","HM_H0025_36_Yellow.xlsx","animals","動物の名前","HM","H0025",41,"H0025","m",1,1113,36
"579","HM_H0025_36_Yellow.xlsx","vehicles","乗り物","HM","H0025",12,"H0025","m",1,1113,36
"580","HM_H0025_36_Yellow.xlsx","toys","おもちゃ","HM","H0025",18,"H0025","m",1,1113,36
"581","HM_H0025_36_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0025",53,"H0025","m",1,1113,36
"582","HM_H0025_36_Yellow.xlsx","clothing","衣類","HM","H0025",12,"H0025","m",1,1113,36
"583","HM_H0025_36_Yellow.xlsx","body_parts","体の部分","HM","H0025",25,"H0025","m",1,1113,36
"584","HM_H0025_36_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0025",9,"H0025","m",1,1113,36
"585","HM_H0025_36_Yellow.xlsx","household","小さな家庭用品","HM","H0025",9,"H0025","m",1,1113,36
"586","HM_H0025_36_Yellow.xlsx","outside","戸外のもの","HM","H0025",10,"H0025","m",1,1113,36
"587","HM_H0025_36_Yellow.xlsx","places","おでかけ","HM","H0025",5,"H0025","m",1,1113,36
"588","HM_H0025_36_Yellow.xlsx","people","人々","HM","H0025",14,"H0025","m",1,1113,36
"589","HM_H0025_36_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0025",25,"H0025","m",1,1113,36
"590","HM_H0025_36_Yellow.xlsx","action_words","動作語","HM","H0025",13,"H0025","m",1,1113,36
"591","HM_H0025_36_Yellow.xlsx","time_words","時間についてのことば","HM","H0025",7,"H0025","m",1,1113,36
"592","HM_H0025_36_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0025",27,"H0025","m",1,1113,36
"593","HM_H0025_36_Yellow.xlsx","pronouns","代名詞","HM","H0025",7,"H0025","m",1,1113,36
"594","HM_H0025_36_Yellow.xlsx","question_words","質問のことば","HM","H0025",3,"H0025","m",1,1113,36
"595","HM_H0025_36_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0025",8,"H0025","m",1,1113,36
"596","HM_H0025_36_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0025",12,"H0025","m",1,1113,36
"597","HM_H0025_36_Yellow.xlsx","connecting_words","接続語","HM","H0025",1,"H0025","m",1,1113,36
"598","HM_H0025_36_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0025",4,"H0025","m",1,1113,36
"599","HM_H0025_36_Yellow.xlsx","conversations","会話語","HM","H0025",5,"H0025","m",1,1113,36
"600","HM_H0025_36_Yellow.xlsx","others","その他","HM","H0025",5,"H0025","m",1,1113,36
"601","HM_H0026_18_Yellow.xlsx","sounds","幼児語","HM","H0026",6,"H0026","f",1,549,18
"602","HM_H0026_18_Yellow.xlsx","animals","動物の名前","HM","H0026",2,"H0026","f",1,549,18
"603","HM_H0026_18_Yellow.xlsx","vehicles","乗り物","HM","H0026",0,"H0026","f",1,549,18
"604","HM_H0026_18_Yellow.xlsx","toys","おもちゃ","HM","H0026",0,"H0026","f",1,549,18
"605","HM_H0026_18_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0026",1,"H0026","f",1,549,18
"606","HM_H0026_18_Yellow.xlsx","clothing","衣類","HM","H0026",2,"H0026","f",1,549,18
"607","HM_H0026_18_Yellow.xlsx","body_parts","体の部分","HM","H0026",0,"H0026","f",1,549,18
"608","HM_H0026_18_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0026",0,"H0026","f",1,549,18
"609","HM_H0026_18_Yellow.xlsx","household","小さな家庭用品","HM","H0026",0,"H0026","f",1,549,18
"610","HM_H0026_18_Yellow.xlsx","outside","戸外のもの","HM","H0026",0,"H0026","f",1,549,18
"611","HM_H0026_18_Yellow.xlsx","places","おでかけ","HM","H0026",0,"H0026","f",1,549,18
"612","HM_H0026_18_Yellow.xlsx","people","人々","HM","H0026",6,"H0026","f",1,549,18
"613","HM_H0026_18_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0026",9,"H0026","f",1,549,18
"614","HM_H0026_18_Yellow.xlsx","action_words","動作語","HM","H0026",2,"H0026","f",1,549,18
"615","HM_H0026_18_Yellow.xlsx","time_words","時間についてのことば","HM","H0026",0,"H0026","f",1,549,18
"616","HM_H0026_18_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0026",4,"H0026","f",1,549,18
"617","HM_H0026_18_Yellow.xlsx","pronouns","代名詞","HM","H0026",5,"H0026","f",1,549,18
"618","HM_H0026_18_Yellow.xlsx","question_words","質問のことば","HM","H0026",0,"H0026","f",1,549,18
"619","HM_H0026_18_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0026",1,"H0026","f",1,549,18
"620","HM_H0026_18_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0026",1,"H0026","f",1,549,18
"621","HM_H0026_18_Yellow.xlsx","connecting_words","接続語","HM","H0026",0,"H0026","f",1,549,18
"622","HM_H0026_18_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0026",9,"H0026","f",1,549,18
"623","HM_H0026_18_Yellow.xlsx","conversations","会話語","HM","H0026",3,"H0026","f",1,549,18
"624","HM_H0026_18_Yellow.xlsx","others","その他","HM","H0026",0,"H0026","f",1,549,18
"625","HM_H0027_34_Yellow.xlsx","sounds","幼児語","HM","H0027",2,"H0027","f",1,1061,34
"626","HM_H0027_34_Yellow.xlsx","animals","動物の名前","HM","H0027",20,"H0027","f",1,1061,34
"627","HM_H0027_34_Yellow.xlsx","vehicles","乗り物","HM","H0027",8,"H0027","f",1,1061,34
"628","HM_H0027_34_Yellow.xlsx","toys","おもちゃ","HM","H0027",9,"H0027","f",1,1061,34
"629","HM_H0027_34_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0027",34,"H0027","f",1,1061,34
"630","HM_H0027_34_Yellow.xlsx","clothing","衣類","HM","H0027",8,"H0027","f",1,1061,34
"631","HM_H0027_34_Yellow.xlsx","body_parts","体の部分","HM","H0027",19,"H0027","f",1,1061,34
"632","HM_H0027_34_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0027",11,"H0027","f",1,1061,34
"633","HM_H0027_34_Yellow.xlsx","household","小さな家庭用品","HM","H0027",27,"H0027","f",1,1061,34
"634","HM_H0027_34_Yellow.xlsx","outside","戸外のもの","HM","H0027",23,"H0027","f",1,1061,34
"635","HM_H0027_34_Yellow.xlsx","places","おでかけ","HM","H0027",11,"H0027","f",1,1061,34
"636","HM_H0027_34_Yellow.xlsx","people","人々","HM","H0027",20,"H0027","f",1,1061,34
"637","HM_H0027_34_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0027",22,"H0027","f",1,1061,34
"638","HM_H0027_34_Yellow.xlsx","action_words","動作語","HM","H0027",56,"H0027","f",1,1061,34
"639","HM_H0027_34_Yellow.xlsx","time_words","時間についてのことば","HM","H0027",4,"H0027","f",1,1061,34
"640","HM_H0027_34_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0027",48,"H0027","f",1,1061,34
"641","HM_H0027_34_Yellow.xlsx","pronouns","代名詞","HM","H0027",13,"H0027","f",1,1061,34
"642","HM_H0027_34_Yellow.xlsx","question_words","質問のことば","HM","H0027",8,"H0027","f",1,1061,34
"643","HM_H0027_34_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0027",10,"H0027","f",1,1061,34
"644","HM_H0027_34_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0027",7,"H0027","f",1,1061,34
"645","HM_H0027_34_Yellow.xlsx","connecting_words","接続語","HM","H0027",0,"H0027","f",1,1061,34
"646","HM_H0027_34_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0027",9,"H0027","f",1,1061,34
"647","HM_H0027_34_Yellow.xlsx","conversations","会話語","HM","H0027",10,"H0027","f",1,1061,34
"648","HM_H0027_34_Yellow.xlsx","others","その他","HM","H0027",7,"H0027","f",1,1061,34
"649","HM_H0028_27_Yellow.xlsx","sounds","幼児語","HM","H0028",10,"H0028","m",1,822,27
"650","HM_H0028_27_Yellow.xlsx","animals","動物の名前","HM","H0028",9,"H0028","m",1,822,27
"651","HM_H0028_27_Yellow.xlsx","vehicles","乗り物","HM","H0028",6,"H0028","m",1,822,27
"652","HM_H0028_27_Yellow.xlsx","toys","おもちゃ","HM","H0028",6,"H0028","m",1,822,27
"653","HM_H0028_27_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0028",20,"H0028","m",1,822,27
"654","HM_H0028_27_Yellow.xlsx","clothing","衣類","HM","H0028",5,"H0028","m",1,822,27
"655","HM_H0028_27_Yellow.xlsx","body_parts","体の部分","HM","H0028",7,"H0028","m",1,822,27
"656","HM_H0028_27_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0028",4,"H0028","m",1,822,27
"657","HM_H0028_27_Yellow.xlsx","household","小さな家庭用品","HM","H0028",8,"H0028","m",1,822,27
"658","HM_H0028_27_Yellow.xlsx","outside","戸外のもの","HM","H0028",5,"H0028","m",1,822,27
"659","HM_H0028_27_Yellow.xlsx","places","おでかけ","HM","H0028",2,"H0028","m",1,822,27
"660","HM_H0028_27_Yellow.xlsx","people","人々","HM","H0028",10,"H0028","m",1,822,27
"661","HM_H0028_27_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0028",14,"H0028","m",1,822,27
"662","HM_H0028_27_Yellow.xlsx","action_words","動作語","HM","H0028",11,"H0028","m",1,822,27
"663","HM_H0028_27_Yellow.xlsx","time_words","時間についてのことば","HM","H0028",1,"H0028","m",1,822,27
"664","HM_H0028_27_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0028",14,"H0028","m",1,822,27
"665","HM_H0028_27_Yellow.xlsx","pronouns","代名詞","HM","H0028",3,"H0028","m",1,822,27
"666","HM_H0028_27_Yellow.xlsx","question_words","質問のことば","HM","H0028",1,"H0028","m",1,822,27
"667","HM_H0028_27_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0028",1,"H0028","m",1,822,27
"668","HM_H0028_27_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0028",5,"H0028","m",1,822,27
"669","HM_H0028_27_Yellow.xlsx","connecting_words","接続語","HM","H0028",0,"H0028","m",1,822,27
"670","HM_H0028_27_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0028",9,"H0028","m",1,822,27
"671","HM_H0028_27_Yellow.xlsx","conversations","会話語","HM","H0028",2,"H0028","m",1,822,27
"672","HM_H0028_27_Yellow.xlsx","others","その他","HM","H0028",3,"H0028","m",1,822,27
"673","HM_H0029_34_Yellow.xlsx","sounds","幼児語","HM","H0029",11,"H0029","f",1,1034.16666666667,34
"674","HM_H0029_34_Yellow.xlsx","animals","動物の名前","HM","H0029",42,"H0029","f",1,1034.16666666667,34
"675","HM_H0029_34_Yellow.xlsx","vehicles","乗り物","HM","H0029",11,"H0029","f",1,1034.16666666667,34
"676","HM_H0029_34_Yellow.xlsx","toys","おもちゃ","HM","H0029",17,"H0029","f",1,1034.16666666667,34
"677","HM_H0029_34_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0029",68,"H0029","f",1,1034.16666666667,34
"678","HM_H0029_34_Yellow.xlsx","clothing","衣類","HM","H0029",23,"H0029","f",1,1034.16666666667,34
"679","HM_H0029_34_Yellow.xlsx","body_parts","体の部分","HM","H0029",27,"H0029","f",1,1034.16666666667,34
"680","HM_H0029_34_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0029",27,"H0029","f",1,1034.16666666667,34
"681","HM_H0029_34_Yellow.xlsx","household","小さな家庭用品","HM","H0029",48,"H0029","f",1,1034.16666666667,34
"682","HM_H0029_34_Yellow.xlsx","outside","戸外のもの","HM","H0029",24,"H0029","f",1,1034.16666666667,34
"683","HM_H0029_34_Yellow.xlsx","places","おでかけ","HM","H0029",16,"H0029","f",1,1034.16666666667,34
"684","HM_H0029_34_Yellow.xlsx","people","人々","HM","H0029",27,"H0029","f",1,1034.16666666667,34
"685","HM_H0029_34_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0029",25,"H0029","f",1,1034.16666666667,34
"686","HM_H0029_34_Yellow.xlsx","action_words","動作語","HM","H0029",102,"H0029","f",1,1034.16666666667,34
"687","HM_H0029_34_Yellow.xlsx","time_words","時間についてのことば","HM","H0029",12,"H0029","f",1,1034.16666666667,34
"688","HM_H0029_34_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0029",63,"H0029","f",1,1034.16666666667,34
"689","HM_H0029_34_Yellow.xlsx","pronouns","代名詞","HM","H0029",18,"H0029","f",1,1034.16666666667,34
"690","HM_H0029_34_Yellow.xlsx","question_words","質問のことば","HM","H0029",10,"H0029","f",1,1034.16666666667,34
"691","HM_H0029_34_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0029",23,"H0029","f",1,1034.16666666667,34
"692","HM_H0029_34_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0029",17,"H0029","f",1,1034.16666666667,34
"693","HM_H0029_34_Yellow.xlsx","connecting_words","接続語","HM","H0029",4,"H0029","f",1,1034.16666666667,34
"694","HM_H0029_34_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0029",26,"H0029","f",1,1034.16666666667,34
"695","HM_H0029_34_Yellow.xlsx","conversations","会話語","HM","H0029",14,"H0029","f",1,1034.16666666667,34
"696","HM_H0029_34_Yellow.xlsx","others","その他","HM","H0029",9,"H0029","f",1,1034.16666666667,34
"697","HM_H0030_22_Yellow.xlsx","sounds","幼児語","HM","H0030",4,"H0030","m",1,687,22
"698","HM_H0030_22_Yellow.xlsx","animals","動物の名前","HM","H0030",0,"H0030","m",1,687,22
"699","HM_H0030_22_Yellow.xlsx","vehicles","乗り物","HM","H0030",0,"H0030","m",1,687,22
"700","HM_H0030_22_Yellow.xlsx","toys","おもちゃ","HM","H0030",0,"H0030","m",1,687,22
"701","HM_H0030_22_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0030",0,"H0030","m",1,687,22
"702","HM_H0030_22_Yellow.xlsx","clothing","衣類","HM","H0030",1,"H0030","m",1,687,22
"703","HM_H0030_22_Yellow.xlsx","body_parts","体の部分","HM","H0030",1,"H0030","m",1,687,22
"704","HM_H0030_22_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0030",0,"H0030","m",1,687,22
"705","HM_H0030_22_Yellow.xlsx","household","小さな家庭用品","HM","H0030",0,"H0030","m",1,687,22
"706","HM_H0030_22_Yellow.xlsx","outside","戸外のもの","HM","H0030",0,"H0030","m",1,687,22
"707","HM_H0030_22_Yellow.xlsx","places","おでかけ","HM","H0030",0,"H0030","m",1,687,22
"708","HM_H0030_22_Yellow.xlsx","people","人々","HM","H0030",0,"H0030","m",1,687,22
"709","HM_H0030_22_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0030",6,"H0030","m",1,687,22
"710","HM_H0030_22_Yellow.xlsx","action_words","動作語","HM","H0030",0,"H0030","m",1,687,22
"711","HM_H0030_22_Yellow.xlsx","time_words","時間についてのことば","HM","H0030",0,"H0030","m",1,687,22
"712","HM_H0030_22_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0030",0,"H0030","m",1,687,22
"713","HM_H0030_22_Yellow.xlsx","pronouns","代名詞","HM","H0030",1,"H0030","m",1,687,22
"714","HM_H0030_22_Yellow.xlsx","question_words","質問のことば","HM","H0030",0,"H0030","m",1,687,22
"715","HM_H0030_22_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0030",0,"H0030","m",1,687,22
"716","HM_H0030_22_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0030",0,"H0030","m",1,687,22
"717","HM_H0030_22_Yellow.xlsx","connecting_words","接続語","HM","H0030",0,"H0030","m",1,687,22
"718","HM_H0030_22_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0030",4,"H0030","m",1,687,22
"719","HM_H0030_22_Yellow.xlsx","conversations","会話語","HM","H0030",2,"H0030","m",1,687,22
"720","HM_H0030_22_Yellow.xlsx","others","その他","HM","H0030",1,"H0030","m",1,687,22
"721","HM_H0031_26_Yellow.xlsx","sounds","幼児語","HM","H0031",10,"H0031","f",1,803,26
"722","HM_H0031_26_Yellow.xlsx","animals","動物の名前","HM","H0031",20,"H0031","f",1,803,26
"723","HM_H0031_26_Yellow.xlsx","vehicles","乗り物","HM","H0031",11,"H0031","f",1,803,26
"724","HM_H0031_26_Yellow.xlsx","toys","おもちゃ","HM","H0031",5,"H0031","f",1,803,26
"725","HM_H0031_26_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0031",47,"H0031","f",1,803,26
"726","HM_H0031_26_Yellow.xlsx","clothing","衣類","HM","H0031",12,"H0031","f",1,803,26
"727","HM_H0031_26_Yellow.xlsx","body_parts","体の部分","HM","H0031",19,"H0031","f",1,803,26
"728","HM_H0031_26_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0031",12,"H0031","f",1,803,26
"729","HM_H0031_26_Yellow.xlsx","household","小さな家庭用品","HM","H0031",15,"H0031","f",1,803,26
"730","HM_H0031_26_Yellow.xlsx","outside","戸外のもの","HM","H0031",17,"H0031","f",1,803,26
"731","HM_H0031_26_Yellow.xlsx","places","おでかけ","HM","H0031",8,"H0031","f",1,803,26
"732","HM_H0031_26_Yellow.xlsx","people","人々","HM","H0031",13,"H0031","f",1,803,26
"733","HM_H0031_26_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0031",24,"H0031","f",1,803,26
"734","HM_H0031_26_Yellow.xlsx","action_words","動作語","HM","H0031",84,"H0031","f",1,803,26
"735","HM_H0031_26_Yellow.xlsx","time_words","時間についてのことば","HM","H0031",8,"H0031","f",1,803,26
"736","HM_H0031_26_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0031",27,"H0031","f",1,803,26
"737","HM_H0031_26_Yellow.xlsx","pronouns","代名詞","HM","H0031",6,"H0031","f",1,803,26
"738","HM_H0031_26_Yellow.xlsx","question_words","質問のことば","HM","H0031",6,"H0031","f",1,803,26
"739","HM_H0031_26_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0031",4,"H0031","f",1,803,26
"740","HM_H0031_26_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0031",6,"H0031","f",1,803,26
"741","HM_H0031_26_Yellow.xlsx","connecting_words","接続語","HM","H0031",1,"H0031","f",1,803,26
"742","HM_H0031_26_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0031",22,"H0031","f",1,803,26
"743","HM_H0031_26_Yellow.xlsx","conversations","会話語","HM","H0031",8,"H0031","f",1,803,26
"744","HM_H0031_26_Yellow.xlsx","others","その他","HM","H0031",7,"H0031","f",1,803,26
"745","HM_H0032_20_Yellow.xlsx","sounds","幼児語","HM","H0032",6,"H0032","m",1,629,20
"746","HM_H0032_20_Yellow.xlsx","animals","動物の名前","HM","H0032",3,"H0032","m",1,629,20
"747","HM_H0032_20_Yellow.xlsx","vehicles","乗り物","HM","H0032",0,"H0032","m",1,629,20
"748","HM_H0032_20_Yellow.xlsx","toys","おもちゃ","HM","H0032",0,"H0032","m",1,629,20
"749","HM_H0032_20_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0032",7,"H0032","m",1,629,20
"750","HM_H0032_20_Yellow.xlsx","clothing","衣類","HM","H0032",3,"H0032","m",1,629,20
"751","HM_H0032_20_Yellow.xlsx","body_parts","体の部分","HM","H0032",6,"H0032","m",1,629,20
"752","HM_H0032_20_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0032",1,"H0032","m",1,629,20
"753","HM_H0032_20_Yellow.xlsx","household","小さな家庭用品","HM","H0032",0,"H0032","m",1,629,20
"754","HM_H0032_20_Yellow.xlsx","outside","戸外のもの","HM","H0032",0,"H0032","m",1,629,20
"755","HM_H0032_20_Yellow.xlsx","places","おでかけ","HM","H0032",0,"H0032","m",1,629,20
"756","HM_H0032_20_Yellow.xlsx","people","人々","HM","H0032",5,"H0032","m",1,629,20
"757","HM_H0032_20_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0032",10,"H0032","m",1,629,20
"758","HM_H0032_20_Yellow.xlsx","action_words","動作語","HM","H0032",2,"H0032","m",1,629,20
"759","HM_H0032_20_Yellow.xlsx","time_words","時間についてのことば","HM","H0032",0,"H0032","m",1,629,20
"760","HM_H0032_20_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0032",5,"H0032","m",1,629,20
"761","HM_H0032_20_Yellow.xlsx","pronouns","代名詞","HM","H0032",1,"H0032","m",1,629,20
"762","HM_H0032_20_Yellow.xlsx","question_words","質問のことば","HM","H0032",0,"H0032","m",1,629,20
"763","HM_H0032_20_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0032",0,"H0032","m",1,629,20
"764","HM_H0032_20_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0032",1,"H0032","m",1,629,20
"765","HM_H0032_20_Yellow.xlsx","connecting_words","接続語","HM","H0032",0,"H0032","m",1,629,20
"766","HM_H0032_20_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0032",11,"H0032","m",1,629,20
"767","HM_H0032_20_Yellow.xlsx","conversations","会話語","HM","H0032",2,"H0032","m",1,629,20
"768","HM_H0032_20_Yellow.xlsx","others","その他","HM","H0032",2,"H0032","m",1,629,20
"769","HM_H0033_23_Yellow.xlsx","sounds","幼児語","HM","H0033",10,"H0033","f",1,704,23
"770","HM_H0033_23_Yellow.xlsx","animals","動物の名前","HM","H0033",10,"H0033","f",1,704,23
"771","HM_H0033_23_Yellow.xlsx","vehicles","乗り物","HM","H0033",1,"H0033","f",1,704,23
"772","HM_H0033_23_Yellow.xlsx","toys","おもちゃ","HM","H0033",0,"H0033","f",1,704,23
"773","HM_H0033_23_Yellow.xlsx","food_drink","食べ物と飲み物","HM","H0033",17,"H0033","f",1,704,23
"774","HM_H0033_23_Yellow.xlsx","clothing","衣類","HM","H0033",5,"H0033","f",1,704,23
"775","HM_H0033_23_Yellow.xlsx","body_parts","体の部分","HM","H0033",10,"H0033","f",1,704,23
"776","HM_H0033_23_Yellow.xlsx","furniture_rooms","家具と部屋","HM","H0033",2,"H0033","f",1,704,23
"777","HM_H0033_23_Yellow.xlsx","household","小さな家庭用品","HM","H0033",7,"H0033","f",1,704,23
"778","HM_H0033_23_Yellow.xlsx","outside","戸外のもの","HM","H0033",0,"H0033","f",1,704,23
"779","HM_H0033_23_Yellow.xlsx","places","おでかけ","HM","H0033",0,"H0033","f",1,704,23
"780","HM_H0033_23_Yellow.xlsx","people","人々","HM","H0033",7,"H0033","f",1,704,23
"781","HM_H0033_23_Yellow.xlsx","games_routines","日課とあいさつ","HM","H0033",15,"H0033","f",1,704,23
"782","HM_H0033_23_Yellow.xlsx","action_words","動作語","HM","H0033",1,"H0033","f",1,704,23
"783","HM_H0033_23_Yellow.xlsx","time_words","時間についてのことば","HM","H0033",0,"H0033","f",1,704,23
"784","HM_H0033_23_Yellow.xlsx","descriptive_words","ようす・性質","HM","H0033",5,"H0033","f",1,704,23
"785","HM_H0033_23_Yellow.xlsx","pronouns","代名詞","HM","H0033",2,"H0033","f",1,704,23
"786","HM_H0033_23_Yellow.xlsx","question_words","質問のことば","HM","H0033",1,"H0033","f",1,704,23
"787","HM_H0033_23_Yellow.xlsx","locations","位置と場所についてのことば","HM","H0033",0,"H0033","f",1,704,23
"788","HM_H0033_23_Yellow.xlsx","quantifiers","数量をあらわすことば","HM","H0033",2,"H0033","f",1,704,23
"789","HM_H0033_23_Yellow.xlsx","connecting_words","接続語","HM","H0033",0,"H0033","f",1,704,23
"790","HM_H0033_23_Yellow.xlsx","sounds2","幼児語（その２）","HM","H0033",15,"H0033","f",1,704,23
"791","HM_H0033_23_Yellow.xlsx","conversations","会話語","HM","H0033",6,"H0033","f",1,704,23
"792","HM_H0033_23_Yellow.xlsx","others","その他","HM","H0033",3,"H0033","f",1,704,23
"793","HM_H0034_22_Yellow.xlsx","sounds","幼児語","HM","H0034",11,"H0034","m",1,682,22
"794","HM_H0034_22_Yellow.xlsx","animals","動物の名前","HM","H0034",21,"H0034","m",1,682,22
"795","HM_H0034_22_Yellow.xlsx","vehicles","乗り物","HM","H0034",3,"H0034","m",1,682,22
"796","HM_H0034_22_Yellow.xlsx","toys","おもちゃ","HM","H0034",8,"H0034","m",1,682,22
