"","filename","category_en","category_ja","project","id","produces","ID","Sex.(f/m)","OpenSciense.(ok:1/no:0)","AgeD.(days)","AgeM.(months)"
"4997","PC_O0517_26_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0517",55,"O0517","m",1,818,26
"4998","PC_O0517_26_Yellow.xlsx","clothing","衣類","PC","O0517",8,"O0517","m",1,818,26
"4999","PC_O0517_26_Yellow.xlsx","body_parts","体の部分","PC","O0517",20,"O0517","m",1,818,26
"5000","PC_O0517_26_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0517",3,"O0517","m",1,818,26
"5001","PC_O0517_26_Yellow.xlsx","household","小さな家庭用品","PC","O0517",10,"O0517","m",1,818,26
"5002","PC_O0517_26_Yellow.xlsx","outside","戸外のもの","PC","O0517",10,"O0517","m",1,818,26
"5003","PC_O0517_26_Yellow.xlsx","places","おでかけ","PC","O0517",4,"O0517","m",1,818,26
"5004","PC_O0517_26_Yellow.xlsx","people","人々","PC","O0517",13,"O0517","m",1,818,26
"5005","PC_O0517_26_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0517",22,"O0517","m",1,818,26
"5006","PC_O0517_26_Yellow.xlsx","action_words","動作語","PC","O0517",35,"O0517","m",1,818,26
"5007","PC_O0517_26_Yellow.xlsx","time_words","時間についてのことば","PC","O0517",0,"O0517","m",1,818,26
"5008","PC_O0517_26_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0517",38,"O0517","m",1,818,26
"5009","PC_O0517_26_Yellow.xlsx","pronouns","代名詞","PC","O0517",5,"O0517","m",1,818,26
"5010","PC_O0517_26_Yellow.xlsx","question_words","質問のことば","PC","O0517",1,"O0517","m",1,818,26
"5011","PC_O0517_26_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0517",4,"O0517","m",1,818,26
"5012","PC_O0517_26_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0517",9,"O0517","m",1,818,26
"5013","PC_O0517_26_Yellow.xlsx","connecting_words","接続語","PC","O0517",0,"O0517","m",1,818,26
"5014","PC_O0517_26_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0517",18,"O0517","m",1,818,26
"5015","PC_O0517_26_Yellow.xlsx","conversations","会話語","PC","O0517",7,"O0517","m",1,818,26
"5016","PC_O0517_26_Yellow.xlsx","others","その他","PC","O0517",5,"O0517","m",1,818,26
"5017","PC_O0517_33_Yellow.xlsx","sounds","幼児語","PC","O0517",12,"O0517","m",1,1007,33
"5018","PC_O0517_33_Yellow.xlsx","animals","動物の名前","PC","O0517",43,"O0517","m",1,1007,33
"5019","PC_O0517_33_Yellow.xlsx","vehicles","乗り物","PC","O0517",14,"O0517","m",1,1007,33
"5020","PC_O0517_33_Yellow.xlsx","toys","おもちゃ","PC","O0517",14,"O0517","m",1,1007,33
"5021","PC_O0517_33_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0517",63,"O0517","m",1,1007,33
"5022","PC_O0517_33_Yellow.xlsx","clothing","衣類","PC","O0517",16,"O0517","m",1,1007,33
"5023","PC_O0517_33_Yellow.xlsx","body_parts","体の部分","PC","O0517",25,"O0517","m",1,1007,33
"5024","PC_O0517_33_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0517",23,"O0517","m",1,1007,33
"5025","PC_O0517_33_Yellow.xlsx","household","小さな家庭用品","PC","O0517",37,"O0517","m",1,1007,33
"5026","PC_O0517_33_Yellow.xlsx","outside","戸外のもの","PC","O0517",23,"O0517","m",1,1007,33
"5027","PC_O0517_33_Yellow.xlsx","places","おでかけ","PC","O0517",15,"O0517","m",1,1007,33
"5028","PC_O0517_33_Yellow.xlsx","people","人々","PC","O0517",20,"O0517","m",1,1007,33
"5029","PC_O0517_33_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0517",25,"O0517","m",1,1007,33
"5030","PC_O0517_33_Yellow.xlsx","action_words","動作語","PC","O0517",98,"O0517","m",1,1007,33
"5031","PC_O0517_33_Yellow.xlsx","time_words","時間についてのことば","PC","O0517",12,"O0517","m",1,1007,33
"5032","PC_O0517_33_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0517",55,"O0517","m",1,1007,33
"5033","PC_O0517_33_Yellow.xlsx","pronouns","代名詞","PC","O0517",15,"O0517","m",1,1007,33
"5034","PC_O0517_33_Yellow.xlsx","question_words","質問のことば","PC","O0517",5,"O0517","m",1,1007,33
"5035","PC_O0517_33_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0517",16,"O0517","m",1,1007,33
"5036","PC_O0517_33_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0517",15,"O0517","m",1,1007,33
"5037","PC_O0517_33_Yellow.xlsx","connecting_words","接続語","PC","O0517",1,"O0517","m",1,1007,33
"5038","PC_O0517_33_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0517",20,"O0517","m",1,1007,33
"5039","PC_O0517_33_Yellow.xlsx","conversations","会話語","PC","O0517",13,"O0517","m",1,1007,33
"5040","PC_O0517_33_Yellow.xlsx","others","その他","PC","O0517",8,"O0517","m",1,1007,33
"5041","PC_O0519_26_Yellow.xlsx","sounds","幼児語","PC","O0519",8,"O0519","m",1,801,26
"5042","PC_O0519_26_Yellow.xlsx","animals","動物の名前","PC","O0519",10,"O0519","m",1,801,26
"5043","PC_O0519_26_Yellow.xlsx","vehicles","乗り物","PC","O0519",13,"O0519","m",1,801,26
"5044","PC_O0519_26_Yellow.xlsx","toys","おもちゃ","PC","O0519",5,"O0519","m",1,801,26
"5045","PC_O0519_26_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0519",27,"O0519","m",1,801,26
"5046","PC_O0519_26_Yellow.xlsx","clothing","衣類","PC","O0519",4,"O0519","m",1,801,26
"5047","PC_O0519_26_Yellow.xlsx","body_parts","体の部分","PC","O0519",18,"O0519","m",1,801,26
"5048","PC_O0519_26_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0519",5,"O0519","m",1,801,26
"5049","PC_O0519_26_Yellow.xlsx","household","小さな家庭用品","PC","O0519",8,"O0519","m",1,801,26
"5050","PC_O0519_26_Yellow.xlsx","outside","戸外のもの","PC","O0519",6,"O0519","m",1,801,26
"5051","PC_O0519_26_Yellow.xlsx","places","おでかけ","PC","O0519",4,"O0519","m",1,801,26
"5052","PC_O0519_26_Yellow.xlsx","people","人々","PC","O0519",7,"O0519","m",1,801,26
"5053","PC_O0519_26_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0519",16,"O0519","m",1,801,26
"5054","PC_O0519_26_Yellow.xlsx","action_words","動作語","PC","O0519",7,"O0519","m",1,801,26
"5055","PC_O0519_26_Yellow.xlsx","time_words","時間についてのことば","PC","O0519",4,"O0519","m",1,801,26
"5056","PC_O0519_26_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0519",13,"O0519","m",1,801,26
"5057","PC_O0519_26_Yellow.xlsx","pronouns","代名詞","PC","O0519",0,"O0519","m",1,801,26
"5058","PC_O0519_26_Yellow.xlsx","question_words","質問のことば","PC","O0519",0,"O0519","m",1,801,26
"5059","PC_O0519_26_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0519",0,"O0519","m",1,801,26
"5060","PC_O0519_26_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0519",4,"O0519","m",1,801,26
"5061","PC_O0519_26_Yellow.xlsx","connecting_words","接続語","PC","O0519",0,"O0519","m",1,801,26
"5062","PC_O0519_26_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0519",11,"O0519","m",1,801,26
"5063","PC_O0519_26_Yellow.xlsx","conversations","会話語","PC","O0519",4,"O0519","m",1,801,26
"5064","PC_O0519_26_Yellow.xlsx","others","その他","PC","O0519",4,"O0519","m",1,801,26
"5065","PC_O0519_33_Yellow.xlsx","sounds","幼児語","PC","O0519",12,"O0519","m",1,1025,33
"5066","PC_O0519_33_Yellow.xlsx","animals","動物の名前","PC","O0519",42,"O0519","m",1,1025,33
"5067","PC_O0519_33_Yellow.xlsx","vehicles","乗り物","PC","O0519",14,"O0519","m",1,1025,33
"5068","PC_O0519_33_Yellow.xlsx","toys","おもちゃ","PC","O0519",17,"O0519","m",1,1025,33
"5069","PC_O0519_33_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0519",67,"O0519","m",1,1025,33
"5070","PC_O0519_33_Yellow.xlsx","clothing","衣類","PC","O0519",24,"O0519","m",1,1025,33
"5071","PC_O0519_33_Yellow.xlsx","body_parts","体の部分","PC","O0519",26,"O0519","m",1,1025,33
"5072","PC_O0519_33_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0519",26,"O0519","m",1,1025,33
"5073","PC_O0519_33_Yellow.xlsx","household","小さな家庭用品","PC","O0519",43,"O0519","m",1,1025,33
"5074","PC_O0519_33_Yellow.xlsx","outside","戸外のもの","PC","O0519",27,"O0519","m",1,1025,33
"5075","PC_O0519_33_Yellow.xlsx","places","おでかけ","PC","O0519",18,"O0519","m",1,1025,33
"5076","PC_O0519_33_Yellow.xlsx","people","人々","PC","O0519",25,"O0519","m",1,1025,33
"5077","PC_O0519_33_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0519",25,"O0519","m",1,1025,33
"5078","PC_O0519_33_Yellow.xlsx","action_words","動作語","PC","O0519",102,"O0519","m",1,1025,33
"5079","PC_O0519_33_Yellow.xlsx","time_words","時間についてのことば","PC","O0519",12,"O0519","m",1,1025,33
"5080","PC_O0519_33_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0519",62,"O0519","m",1,1025,33
"5081","PC_O0519_33_Yellow.xlsx","pronouns","代名詞","PC","O0519",19,"O0519","m",1,1025,33
"5082","PC_O0519_33_Yellow.xlsx","question_words","質問のことば","PC","O0519",10,"O0519","m",1,1025,33
"5083","PC_O0519_33_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0519",22,"O0519","m",1,1025,33
"5084","PC_O0519_33_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0519",17,"O0519","m",1,1025,33
"5085","PC_O0519_33_Yellow.xlsx","connecting_words","接続語","PC","O0519",0,"O0519","m",1,1025,33
"5086","PC_O0519_33_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0519",29,"O0519","m",1,1025,33
"5087","PC_O0519_33_Yellow.xlsx","conversations","会話語","PC","O0519",10,"O0519","m",1,1025,33
"5088","PC_O0519_33_Yellow.xlsx","others","その他","PC","O0519",9,"O0519","m",1,1025,33
"5089","PC_O0526_18_Yellow.xlsx","sounds","幼児語","PC","O0526",2,"O0526","m",1,573,18
"5090","PC_O0526_18_Yellow.xlsx","animals","動物の名前","PC","O0526",1,"O0526","m",1,573,18
"5091","PC_O0526_18_Yellow.xlsx","vehicles","乗り物","PC","O0526",2,"O0526","m",1,573,18
"5092","PC_O0526_18_Yellow.xlsx","toys","おもちゃ","PC","O0526",0,"O0526","m",1,573,18
"5093","PC_O0526_18_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0526",3,"O0526","m",1,573,18
"5094","PC_O0526_18_Yellow.xlsx","clothing","衣類","PC","O0526",1,"O0526","m",1,573,18
"5095","PC_O0526_18_Yellow.xlsx","body_parts","体の部分","PC","O0526",0,"O0526","m",1,573,18
"5096","PC_O0526_18_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0526",0,"O0526","m",1,573,18
"5097","PC_O0526_18_Yellow.xlsx","household","小さな家庭用品","PC","O0526",0,"O0526","m",1,573,18
"5098","PC_O0526_18_Yellow.xlsx","outside","戸外のもの","PC","O0526",0,"O0526","m",1,573,18
"5099","PC_O0526_18_Yellow.xlsx","places","おでかけ","PC","O0526",0,"O0526","m",1,573,18
"5100","PC_O0526_18_Yellow.xlsx","people","人々","PC","O0526",3,"O0526","m",1,573,18
"5101","PC_O0526_18_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0526",1,"O0526","m",1,573,18
"5102","PC_O0526_18_Yellow.xlsx","action_words","動作語","PC","O0526",0,"O0526","m",1,573,18
"5103","PC_O0526_18_Yellow.xlsx","time_words","時間についてのことば","PC","O0526",0,"O0526","m",1,573,18
"5104","PC_O0526_18_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0526",0,"O0526","m",1,573,18
"5105","PC_O0526_18_Yellow.xlsx","pronouns","代名詞","PC","O0526",1,"O0526","m",1,573,18
"5106","PC_O0526_18_Yellow.xlsx","question_words","質問のことば","PC","O0526",0,"O0526","m",1,573,18
"5107","PC_O0526_18_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0526",0,"O0526","m",1,573,18
"5108","PC_O0526_18_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0526",0,"O0526","m",1,573,18
"5109","PC_O0526_18_Yellow.xlsx","connecting_words","接続語","PC","O0526",0,"O0526","m",1,573,18
"5110","PC_O0526_18_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0526",7,"O0526","m",1,573,18
"5111","PC_O0526_18_Yellow.xlsx","conversations","会話語","PC","O0526",0,"O0526","m",1,573,18
"5112","PC_O0526_18_Yellow.xlsx","others","その他","PC","O0526",1,"O0526","m",1,573,18
"5113","PC_O0526_24_Yellow.xlsx","sounds","幼児語","PC","O0526",8,"O0526","m",1,753,24
"5114","PC_O0526_24_Yellow.xlsx","animals","動物の名前","PC","O0526",18,"O0526","m",1,753,24
"5115","PC_O0526_24_Yellow.xlsx","vehicles","乗り物","PC","O0526",13,"O0526","m",1,753,24
"5116","PC_O0526_24_Yellow.xlsx","toys","おもちゃ","PC","O0526",7,"O0526","m",1,753,24
"5117","PC_O0526_24_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0526",31,"O0526","m",1,753,24
"5118","PC_O0526_24_Yellow.xlsx","clothing","衣類","PC","O0526",7,"O0526","m",1,753,24
"5119","PC_O0526_24_Yellow.xlsx","body_parts","体の部分","PC","O0526",9,"O0526","m",1,753,24
"5120","PC_O0526_24_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0526",10,"O0526","m",1,753,24
"5121","PC_O0526_24_Yellow.xlsx","household","小さな家庭用品","PC","O0526",12,"O0526","m",1,753,24
"5122","PC_O0526_24_Yellow.xlsx","outside","戸外のもの","PC","O0526",5,"O0526","m",1,753,24
"5123","PC_O0526_24_Yellow.xlsx","places","おでかけ","PC","O0526",3,"O0526","m",1,753,24
"5124","PC_O0526_24_Yellow.xlsx","people","人々","PC","O0526",12,"O0526","m",1,753,24
"5125","PC_O0526_24_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0526",15,"O0526","m",1,753,24
"5126","PC_O0526_24_Yellow.xlsx","action_words","動作語","PC","O0526",28,"O0526","m",1,753,24
"5127","PC_O0526_24_Yellow.xlsx","time_words","時間についてのことば","PC","O0526",3,"O0526","m",1,753,24
"5128","PC_O0526_24_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0526",30,"O0526","m",1,753,24
"5129","PC_O0526_24_Yellow.xlsx","pronouns","代名詞","PC","O0526",3,"O0526","m",1,753,24
"5130","PC_O0526_24_Yellow.xlsx","question_words","質問のことば","PC","O0526",0,"O0526","m",1,753,24
"5131","PC_O0526_24_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0526",2,"O0526","m",1,753,24
"5132","PC_O0526_24_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0526",10,"O0526","m",1,753,24
"5133","PC_O0526_24_Yellow.xlsx","connecting_words","接続語","PC","O0526",0,"O0526","m",1,753,24
"5134","PC_O0526_24_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0526",14,"O0526","m",1,753,24
"5135","PC_O0526_24_Yellow.xlsx","conversations","会話語","PC","O0526",4,"O0526","m",1,753,24
"5136","PC_O0526_24_Yellow.xlsx","others","その他","PC","O0526",4,"O0526","m",1,753,24
"5137","PC_O0527_16_Yellow.xlsx","sounds","幼児語","PC","O0527",0,"O0527","m",1,491,16
"5138","PC_O0527_16_Yellow.xlsx","animals","動物の名前","PC","O0527",0,"O0527","m",1,491,16
"5139","PC_O0527_16_Yellow.xlsx","vehicles","乗り物","PC","O0527",0,"O0527","m",1,491,16
"5140","PC_O0527_16_Yellow.xlsx","toys","おもちゃ","PC","O0527",0,"O0527","m",1,491,16
"5141","PC_O0527_16_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0527",0,"O0527","m",1,491,16
"5142","PC_O0527_16_Yellow.xlsx","clothing","衣類","PC","O0527",0,"O0527","m",1,491,16
"5143","PC_O0527_16_Yellow.xlsx","body_parts","体の部分","PC","O0527",0,"O0527","m",1,491,16
"5144","PC_O0527_16_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0527",0,"O0527","m",1,491,16
"5145","PC_O0527_16_Yellow.xlsx","household","小さな家庭用品","PC","O0527",0,"O0527","m",1,491,16
"5146","PC_O0527_16_Yellow.xlsx","outside","戸外のもの","PC","O0527",0,"O0527","m",1,491,16
"5147","PC_O0527_16_Yellow.xlsx","places","おでかけ","PC","O0527",0,"O0527","m",1,491,16
"5148","PC_O0527_16_Yellow.xlsx","people","人々","PC","O0527",2,"O0527","m",1,491,16
"5149","PC_O0527_16_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0527",1,"O0527","m",1,491,16
"5150","PC_O0527_16_Yellow.xlsx","action_words","動作語","PC","O0527",0,"O0527","m",1,491,16
"5151","PC_O0527_16_Yellow.xlsx","time_words","時間についてのことば","PC","O0527",0,"O0527","m",1,491,16
"5152","PC_O0527_16_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0527",0,"O0527","m",1,491,16
"5153","PC_O0527_16_Yellow.xlsx","pronouns","代名詞","PC","O0527",0,"O0527","m",1,491,16
"5154","PC_O0527_16_Yellow.xlsx","question_words","質問のことば","PC","O0527",0,"O0527","m",1,491,16
"5155","PC_O0527_16_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0527",0,"O0527","m",1,491,16
"5156","PC_O0527_16_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0527",0,"O0527","m",1,491,16
"5157","PC_O0527_16_Yellow.xlsx","connecting_words","接続語","PC","O0527",0,"O0527","m",1,491,16
"5158","PC_O0527_16_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0527",0,"O0527","m",1,491,16
"5159","PC_O0527_16_Yellow.xlsx","conversations","会話語","PC","O0527",0,"O0527","m",1,491,16
"5160","PC_O0527_16_Yellow.xlsx","others","その他","PC","O0527",0,"O0527","m",1,491,16
"5161","PC_O0527_22_Yellow.xlsx","sounds","幼児語","PC","O0527",4,"O0527","m",1,684,22
"5162","PC_O0527_22_Yellow.xlsx","animals","動物の名前","PC","O0527",1,"O0527","m",1,684,22
"5163","PC_O0527_22_Yellow.xlsx","vehicles","乗り物","PC","O0527",1,"O0527","m",1,684,22
"5164","PC_O0527_22_Yellow.xlsx","toys","おもちゃ","PC","O0527",0,"O0527","m",1,684,22
"5165","PC_O0527_22_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0527",4,"O0527","m",1,684,22
"5166","PC_O0527_22_Yellow.xlsx","clothing","衣類","PC","O0527",1,"O0527","m",1,684,22
"5167","PC_O0527_22_Yellow.xlsx","body_parts","体の部分","PC","O0527",5,"O0527","m",1,684,22
"5168","PC_O0527_22_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0527",0,"O0527","m",1,684,22
"5169","PC_O0527_22_Yellow.xlsx","household","小さな家庭用品","PC","O0527",0,"O0527","m",1,684,22
"5170","PC_O0527_22_Yellow.xlsx","outside","戸外のもの","PC","O0527",0,"O0527","m",1,684,22
"5171","PC_O0527_22_Yellow.xlsx","places","おでかけ","PC","O0527",0,"O0527","m",1,684,22
"5172","PC_O0527_22_Yellow.xlsx","people","人々","PC","O0527",2,"O0527","m",1,684,22
"5173","PC_O0527_22_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0527",4,"O0527","m",1,684,22
"5174","PC_O0527_22_Yellow.xlsx","action_words","動作語","PC","O0527",0,"O0527","m",1,684,22
"5175","PC_O0527_22_Yellow.xlsx","time_words","時間についてのことば","PC","O0527",0,"O0527","m",1,684,22
"5176","PC_O0527_22_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0527",1,"O0527","m",1,684,22
"5177","PC_O0527_22_Yellow.xlsx","pronouns","代名詞","PC","O0527",1,"O0527","m",1,684,22
"5178","PC_O0527_22_Yellow.xlsx","question_words","質問のことば","PC","O0527",0,"O0527","m",1,684,22
"5179","PC_O0527_22_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0527",0,"O0527","m",1,684,22
"5180","PC_O0527_22_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0527",1,"O0527","m",1,684,22
"5181","PC_O0527_22_Yellow.xlsx","connecting_words","接続語","PC","O0527",0,"O0527","m",1,684,22
"5182","PC_O0527_22_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0527",10,"O0527","m",1,684,22
"5183","PC_O0527_22_Yellow.xlsx","conversations","会話語","PC","O0527",1,"O0527","m",1,684,22
"5184","PC_O0527_22_Yellow.xlsx","others","その他","PC","O0527",1,"O0527","m",1,684,22
"5185","PC_O0531_25_Yellow.xlsx","sounds","幼児語","PC","O0531",12,"O0531","m",1,788,25
"5186","PC_O0531_25_Yellow.xlsx","animals","動物の名前","PC","O0531",42,"O0531","m",1,788,25
"5187","PC_O0531_25_Yellow.xlsx","vehicles","乗り物","PC","O0531",13,"O0531","m",1,788,25
"5188","PC_O0531_25_Yellow.xlsx","toys","おもちゃ","PC","O0531",14,"O0531","m",1,788,25
"5189","PC_O0531_25_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0531",54,"O0531","m",1,788,25
"5190","PC_O0531_25_Yellow.xlsx","clothing","衣類","PC","O0531",13,"O0531","m",1,788,25
"5191","PC_O0531_25_Yellow.xlsx","body_parts","体の部分","PC","O0531",20,"O0531","m",1,788,25
"5192","PC_O0531_25_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0531",13,"O0531","m",1,788,25
"5193","PC_O0531_25_Yellow.xlsx","household","小さな家庭用品","PC","O0531",21,"O0531","m",1,788,25
"5194","PC_O0531_25_Yellow.xlsx","outside","戸外のもの","PC","O0531",16,"O0531","m",1,788,25
"5195","PC_O0531_25_Yellow.xlsx","places","おでかけ","PC","O0531",8,"O0531","m",1,788,25
"5196","PC_O0531_25_Yellow.xlsx","people","人々","PC","O0531",15,"O0531","m",1,788,25
"5197","PC_O0531_25_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0531",25,"O0531","m",1,788,25
"5198","PC_O0531_25_Yellow.xlsx","action_words","動作語","PC","O0531",80,"O0531","m",1,788,25
"5199","PC_O0531_25_Yellow.xlsx","time_words","時間についてのことば","PC","O0531",2,"O0531","m",1,788,25
"5200","PC_O0531_25_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0531",41,"O0531","m",1,788,25
"5201","PC_O0531_25_Yellow.xlsx","pronouns","代名詞","PC","O0531",13,"O0531","m",1,788,25
"5202","PC_O0531_25_Yellow.xlsx","question_words","質問のことば","PC","O0531",4,"O0531","m",1,788,25
"5203","PC_O0531_25_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0531",15,"O0531","m",1,788,25
"5204","PC_O0531_25_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0531",14,"O0531","m",1,788,25
"5205","PC_O0531_25_Yellow.xlsx","connecting_words","接続語","PC","O0531",0,"O0531","m",1,788,25
"5206","PC_O0531_25_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0531",23,"O0531","m",1,788,25
"5207","PC_O0531_25_Yellow.xlsx","conversations","会話語","PC","O0531",11,"O0531","m",1,788,25
"5208","PC_O0531_25_Yellow.xlsx","others","その他","PC","O0531",9,"O0531","m",1,788,25
"5209","PC_O0531_32_Yellow.xlsx","sounds","幼児語","PC","O0531",12,"O0531","m",1,986,32
"5210","PC_O0531_32_Yellow.xlsx","animals","動物の名前","PC","O0531",43,"O0531","m",1,986,32
"5211","PC_O0531_32_Yellow.xlsx","vehicles","乗り物","PC","O0531",13,"O0531","m",1,986,32
"5212","PC_O0531_32_Yellow.xlsx","toys","おもちゃ","PC","O0531",16,"O0531","m",1,986,32
"5213","PC_O0531_32_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0531",65,"O0531","m",1,986,32
"5214","PC_O0531_32_Yellow.xlsx","clothing","衣類","PC","O0531",16,"O0531","m",1,986,32
"5215","PC_O0531_32_Yellow.xlsx","body_parts","体の部分","PC","O0531",25,"O0531","m",1,986,32
"5216","PC_O0531_32_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0531",17,"O0531","m",1,986,32
"5217","PC_O0531_32_Yellow.xlsx","household","小さな家庭用品","PC","O0531",35,"O0531","m",1,986,32
"5218","PC_O0531_32_Yellow.xlsx","outside","戸外のもの","PC","O0531",25,"O0531","m",1,986,32
"5219","PC_O0531_32_Yellow.xlsx","places","おでかけ","PC","O0531",14,"O0531","m",1,986,32
"5220","PC_O0531_32_Yellow.xlsx","people","人々","PC","O0531",19,"O0531","m",1,986,32
"5221","PC_O0531_32_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0531",25,"O0531","m",1,986,32
"5222","PC_O0531_32_Yellow.xlsx","action_words","動作語","PC","O0531",99,"O0531","m",1,986,32
"5223","PC_O0531_32_Yellow.xlsx","time_words","時間についてのことば","PC","O0531",8,"O0531","m",1,986,32
"5224","PC_O0531_32_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0531",53,"O0531","m",1,986,32
"5225","PC_O0531_32_Yellow.xlsx","pronouns","代名詞","PC","O0531",15,"O0531","m",1,986,32
"5226","PC_O0531_32_Yellow.xlsx","question_words","質問のことば","PC","O0531",7,"O0531","m",1,986,32
"5227","PC_O0531_32_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0531",18,"O0531","m",1,986,32
"5228","PC_O0531_32_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0531",16,"O0531","m",1,986,32
"5229","PC_O0531_32_Yellow.xlsx","connecting_words","接続語","PC","O0531",2,"O0531","m",1,986,32
"5230","PC_O0531_32_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0531",24,"O0531","m",1,986,32
"5231","PC_O0531_32_Yellow.xlsx","conversations","会話語","PC","O0531",14,"O0531","m",1,986,32
"5232","PC_O0531_32_Yellow.xlsx","others","その他","PC","O0531",9,"O0531","m",1,986,32
"5233","PC_O0536_25_Yellow.xlsx","sounds","幼児語","PC","O0536",6,"O0536","f",1,787,25
"5234","PC_O0536_25_Yellow.xlsx","animals","動物の名前","PC","O0536",2,"O0536","f",1,787,25
"5235","PC_O0536_25_Yellow.xlsx","vehicles","乗り物","PC","O0536",1,"O0536","f",1,787,25
"5236","PC_O0536_25_Yellow.xlsx","toys","おもちゃ","PC","O0536",0,"O0536","f",1,787,25
"5237","PC_O0536_25_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0536",8,"O0536","f",1,787,25
"5238","PC_O0536_25_Yellow.xlsx","clothing","衣類","PC","O0536",0,"O0536","f",1,787,25
"5239","PC_O0536_25_Yellow.xlsx","body_parts","体の部分","PC","O0536",0,"O0536","f",1,787,25
"5240","PC_O0536_25_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0536",0,"O0536","f",1,787,25
"5241","PC_O0536_25_Yellow.xlsx","household","小さな家庭用品","PC","O0536",0,"O0536","f",1,787,25
"5242","PC_O0536_25_Yellow.xlsx","outside","戸外のもの","PC","O0536",0,"O0536","f",1,787,25
"5243","PC_O0536_25_Yellow.xlsx","places","おでかけ","PC","O0536",0,"O0536","f",1,787,25
"5244","PC_O0536_25_Yellow.xlsx","people","人々","PC","O0536",4,"O0536","f",1,787,25
"5245","PC_O0536_25_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0536",3,"O0536","f",1,787,25
